1.000000	0.312726	0.180504	0.148175	0.187553	0.171042	
2.000000	0.321513	0.164878	0.147031	0.177562	0.189016	
3.000000	0.327951	0.152344	0.146394	0.169537	0.203774	
4.000000	0.332527	0.142282	0.146125	0.163086	0.215980	
5.000000	0.335638	0.134194	0.146118	0.157899	0.226150	
6.000000	0.337604	0.127689	0.146290	0.153727	0.234690	
7.000000	0.338681	0.122449	0.146580	0.150373	0.241917	
8.000000	0.339075	0.118225	0.146941	0.147677	0.248082	
9.000000	0.338949	0.114815	0.147340	0.145511	0.253385	
10.000000	0.338434	0.112059	0.147752	0.143772	0.257983	
11.000000	0.337630	0.109830	0.148160	0.142379	0.262002	
12.000000	0.336618	0.108023	0.148552	0.141262	0.265545	
13.000000	0.335461	0.106557	0.148921	0.140370	0.268690	
14.000000	0.334209	0.105365	0.149263	0.139658	0.271505	
15.000000	0.332897	0.104396	0.149574	0.139092	0.274041	
16.000000	0.331557	0.103606	0.149855	0.138642	0.276340	
17.000000	0.330209	0.102961	0.150107	0.138286	0.278438	
18.000000	0.328870	0.102433	0.150329	0.138006	0.280362	
19.000000	0.327553	0.102002	0.150524	0.137787	0.282135	
20.000000	0.326267	0.101648	0.150694	0.137616	0.283776	
